id;season;round;position;points;wins;driverId
2280;2006;2;5;9.0;0;montoya
2281;2006;2;6;6.0;0;raikkonen
2282;2006;2;7;4.0;0;massa
2283;2006;2;8;3.0;0;webber
2284;2006;2;9;2.0;0;rosberg
2285;2006;2;10;2.0;0;villeneuve
2286;2006;2;11;1.0;0;ralf_schumacher
2287;2006;2;12;1.0;0;klien
2288;2006;2;13;0.0;0;trulli
2289;2006;2;14;0.0;0;barrichello
2290;2006;2;15;0.0;0;coulthard
2291;2006;2;16;0.0;0;liuzzi
2292;2006;2;17;0.0;0;albers
2293;2006;2;18;0.0;0;heidfeld
2294;2006;2;19;0.0;0;monteiro
2295;2006;2;20;0.0;0;speed
2296;2006;2;21;0.0;0;sato
2297;2006;3;1;28.0;2;alonso
2298;2006;3;2;14.0;1;fisichella
2299;2006;3;3;14.0;0;raikkonen
2300;2006;3;4;11.0;0;michael_schumacher
2301;2006;3;5;11.0;0;button
2302;2006;3;6;9.0;0;montoya
2303;2006;3;7;7.0;0;ralf_schumacher
2304;2006;3;8;5.0;0;heidfeld
2305;2006;3;9;5.0;0;villeneuve
2306;2006;3;10;4.0;0;massa
2307;2006;3;11;3.0;0;webber
2308;2006;3;12;2.0;0;barrichello
2309;2006;3;13;2.0;0;rosberg
2310;2006;3;14;1.0;0;coulthard
2311;2006;3;15;1.0;0;klien
2312;2006;3;16;0.0;0;speed
2313;2006;3;17;0.0;0;trulli
2314;2006;3;18;0.0;0;liuzzi
2315;2006;3;19;0.0;0;albers
2316;2006;3;20;0.0;0;sato
2317;2006;3;21;0.0;0;monteiro
2318;2006;3;22;0.0;0;ide
2319;2006;4;1;36.0;2;alonso
2320;2006;4;2;21.0;1;michael_schumacher
2321;2006;4;3;18.0;0;raikkonen
2322;2006;4;4;15.0;1;fisichella
2323;2006;4;5;15.0;0;montoya
2324;2006;4;6;13.0;0;button
2325;2006;4;7;9.0;0;massa
2326;2006;4;8;7.0;0;ralf_schumacher
2327;2006;4;9;6.0;0;webber
2328;2006;4;10;5.0;0;heidfeld
2329;2006;4;11;5.0;0;villeneuve
2330;2006;4;12;2.0;0;barrichello
2331;2006;4;13;2.0;0;rosberg
2332;2006;4;14;1.0;0;coulthard
2333;2006;4;15;1.0;0;klien
2334;2006;4;16;0.0;0;speed
2335;2006;4;17;0.0;0;trulli
2336;2006;4;18;0.0;0;liuzzi
2337;2006;4;19;0.0;0;albers
2338;2006;4;20;0.0;0;sato
2339;2006;4;21;0.0;0;monteiro
2340;2006;4;22;0.0;0;ide
2341;2006;5;1;44.0;2;alonso
2342;2006;5;2;31.0;2;michael_schumacher
2343;2006;5;3;23.0;0;raikkonen
2344;2006;5;4;18.0;1;fisichella
2345;2006;5;5;15.0;0;massa
2346;2006;5;6;15.0;0;montoya
2347;2006;5;7;13.0;0;button
2348;2006;5;8;7.0;0;ralf_schumacher
2349;2006;5;9;6.0;0;barrichello
2350;2006;5;10;6.0;0;webber
2351;2006;5;11;6.0;0;villeneuve
2352;2006;5;12;5.0;0;heidfeld
2353;2006;5;13;4.0;0;rosberg
2354;2006;5;14;1.0;0;coulthard
2355;2006;5;15;1.0;0;klien
2356;2006;5;16;0.0;0;trulli
2357;2006;5;17;0.0;0;speed
2358;2006;5;18;0.0;0;liuzzi
2359;2006;5;19;0.0;0;albers
2360;2006;5;20;0.0;0;monteiro
2361;2006;5;21;0.0;0;sato
2362;2006;5;22;0.0;0;ide
2363;2006;6;1;54.0;3;alonso
2364;2006;6;2;39.0;2;michael_schumacher
2365;2006;6;3;27.0;0;raikkonen
2366;2006;6;4;24.0;1;fisichella
2367;2006;6;5;20.0;0;massa
2368;2006;6;6;16.0;0;button
2369;2006;6;7;15.0;0;montoya
2370;2006;6;8;8.0;0;barrichello
2371;2006;6;9;7.0;0;ralf_schumacher
2372;2006;6;10;6.0;0;heidfeld
2373;2006;6;11;6.0;0;webber
2374;2006;6;12;6.0;0;villeneuve
2375;2006;6;13;4.0;0;rosberg
2376;2006;6;14;1.0;0;coulthard
2377;2006;6;15;1.0;0;klien
2378;2006;6;16;0.0;0;trulli
2379;2006;6;17;0.0;0;speed
2380;2006;6;18;0.0;0;liuzzi
2381;2006;6;19;0.0;0;albers
2382;2006;6;20;0.0;0;monteiro
2383;2006;6;21;0.0;0;sato
2384;2006;6;22;0.0;0;ide
2385;2006;7;1;64.0;4;alonso
2386;2006;7;2;43.0;2;michael_schumacher
2387;2006;7;3;27.0;1;fisichella
2388;2006;7;4;27.0;0;raikkonen
2389;2006;7;5;23.0;0;montoya
2390;2006;7;6;20.0;0;massa
2391;2006;7;7;16.0;0;button
2392;2006;7;8;13.0;0;barrichello
2393;2006;7;9;8.0;0;ralf_schumacher
2394;2006;7;10;8.0;0;heidfeld
2395;2006;7;11;7.0;0;coulthard
2396;2006;7;12;6.0;0;webber
2397;2006;7;13;6.0;0;villeneuve
2398;2006;7;14;4.0;0;rosberg
2399;2006;7;15;1.0;0;klien
2400;2006;7;16;0.0;0;trulli
2401;2006;7;17;0.0;0;speed
2402;2006;7;18;0.0;0;liuzzi
2403;2006;7;19;0.0;0;albers
2404;2006;7;20;0.0;0;monteiro
2405;2006;7;21;0.0;0;sato
2406;2006;7;22;0.0;0;ide
2407;2006;7;23;0.0;0;montagny
2408;2006;8;1;74.0;5;alonso
2409;2006;8;2;51.0;2;michael_schumacher
2410;2006;8;3;33.0;0;raikkonen
2411;2006;8;4;32.0;1;fisichella
2412;2006;8;5;26.0;0;montoya
2413;2006;8;6;24.0;0;massa
2414;2006;8;7;16.0;0;button
2415;2006;8;8;13.0;0;barrichello
2416;2006;8;9;10.0;0;heidfeld
2417;2006;8;10;8.0;0;ralf_schumacher
2418;2006;8;11;7.0;0;coulthard
2419;2006;8;12;7.0;0;villeneuve
2420;2006;8;13;6.0;0;webber
2421;2006;8;14;4.0;0;rosberg
2422;2006;8;15;1.0;0;klien
2423;2006;8;16;0.0;0;trulli
2424;2006;8;17;0.0;0;speed
2425;2006;8;18;0.0;0;liuzzi
2426;2006;8;19;0.0;0;albers
2427;2006;8;20;0.0;0;monteiro
2428;2006;8;21;0.0;0;sato
2429;2006;8;22;0.0;0;ide
2430;2006;8;23;0.0;0;montagny
2431;2006;9;1;84.0;6;alonso
2432;2006;9;2;59.0;2;michael_schumacher
2433;2006;9;3;39.0;0;raikkonen
2434;2006;9;4;37.0;1;fisichella
2435;2006;9;5;28.0;0;massa
2436;2006;9;6;26.0;0;montoya
2437;2006;9;7;16.0;0;button
2438;2006;9;8;13.0;0;barrichello
2439;2006;9;9;12.0;0;heidfeld
2440;2006;9;10;8.0;0;ralf_schumacher
2441;2006;9;11;8.0;0;coulthard
2442;2006;9;12;7.0;0;villeneuve
2443;2006;9;13;6.0;0;webber
2444;2006;9;14;4.0;0;rosberg
2445;2006;9;15;3.0;0;trulli
2446;2006;9;16;1.0;0;klien
2447;2006;9;17;0.0;0;speed
2448;2006;9;18;0.0;0;liuzzi
2449;2006;9;19;0.0;0;albers
2450;2006;9;20;0.0;0;monteiro
2451;2006;9;21;0.0;0;sato
2452;2006;9;22;0.0;0;ide
2453;2006;9;23;0.0;0;montagny
2454;2006;10;1;88.0;6;alonso
2455;2006;10;2;69.0;3;michael_schumacher
2456;2006;10;3;43.0;1;fisichella
2457;2006;10;4;39.0;0;raikkonen
2458;2006;10;5;36.0;0;massa
2459;2006;10;6;26.0;0;montoya
2460;2006;10;7;16.0;0;button
2461;2006;10;8;16.0;0;barrichello
2462;2006;10;9;12.0;0;heidfeld
2463;2006;10;10;10.0;0;coulthard
2464;2006;10;11;8.0;0;ralf_schumacher
2465;2006;10;12;8.0;0;trulli
2466;2006;10;13;7.0;0;villeneuve
2467;2006;10;14;6.0;0;webber
2468;2006;10;15;4.0;0;rosberg
2469;2006;10;16;1.0;0;liuzzi
2470;2006;10;17;1.0;0;klien
2471;2006;10;18;0.0;0;speed
2472;2006;10;19;0.0;0;albers
2473;2006;10;20;0.0;0;monteiro
2474;2006;10;21;0.0;0;sato
2475;2006;10;22;0.0;0;ide
2476;2006;10;23;0.0;0;montagny
2477;2006;11;1;96.0;6;alonso
2478;2006;11;2;79.0;4;michael_schumacher
2479;2006;11;3;46.0;1;fisichella
2480;2006;11;4;43.0;0;raikkonen
2481;2006;11;5;42.0;0;massa
2482;2006;11;6;26.0;0;montoya
2483;2006;11;7;16.0;0;button
2484;2006;11;8;16.0;0;barrichello
2485;2006;11;9;13.0;0;ralf_schumacher
2486;2006;11;10;13.0;0;heidfeld
2487;2006;11;11;10.0;0;coulthard
2488;2006;11;12;8.0;0;trulli
2489;2006;11;13;7.0;0;villeneuve
2490;2006;11;14;6.0;0;webber
2491;2006;11;15;4.0;0;rosberg
2492;2006;11;16;2.0;0;rosa
2493;2006;11;17;1.0;0;liuzzi
2494;2006;11;18;1.0;0;klien
2495;2006;11;19;0.0;0;speed
2496;2006;11;20;0.0;0;albers
2497;2006;11;21;0.0;0;monteiro
2498;2006;11;22;0.0;0;sato
2499;2006;11;23;0.0;0;ide
2500;2006;11;24;0.0;0;montagny
2501;2006;12;1;100.0;6;alonso
2502;2006;12;2;89.0;5;michael_schumacher
2503;2006;12;3;50.0;0;massa
2504;2006;12;4;49.0;1;fisichella
2505;2006;12;5;49.0;0;raikkonen
2506;2006;12;6;26.0;0;montoya
2507;2006;12;7;21.0;0;button
2508;2006;12;8;16.0;0;barrichello
2509;2006;12;9;13.0;0;ralf_schumacher
2510;2006;12;10;13.0;0;heidfeld
2511;2006;12;11;10.0;0;coulthard
2512;2006;12;12;10.0;0;trulli
2513;2006;12;13;7.0;0;villeneuve
2514;2006;12;14;6.0;0;webber
2515;2006;12;15;4.0;0;rosberg
2516;2006;12;16;2.0;0;rosa
2517;2006;12;17;2.0;0;klien
2518;2006;12;18;1.0;0;liuzzi
2519;2006;12;19;0.0;0;speed
2520;2006;12;20;0.0;0;albers
2521;2006;12;21;0.0;0;monteiro
2522;2006;12;22;0.0;0;sato
2523;2006;12;23;0.0;0;ide
2524;2006;12;24;0.0;0;montagny
2525;2006;13;1;100.0;6;alonso
2526;2006;13;2;90.0;5;michael_schumacher
2527;2006;13;3;52.0;0;massa
2528;2006;13;4;49.0;1;fisichella
2529;2006;13;5;49.0;0;raikkonen
2530;2006;13;6;31.0;1;button
2531;2006;13;7;26.0;0;montoya
2532;2006;13;8;21.0;0;barrichello
2533;2006;13;9;19.0;0;heidfeld
2534;2006;13;10;16.0;0;ralf_schumacher
2535;2006;13;11;14.0;0;coulthard
2536;2006;13;12;10.0;0;rosa
2537;2006;13;13;10.0;0;trulli
2538;2006;13;14;7.0;0;villeneuve
2539;2006;13;15;6.0;0;webber
2540;2006;13;16;4.0;0;rosberg
2541;2006;13;17;2.0;0;klien
2542;2006;13;18;1.0;0;liuzzi
2543;2006;13;19;0.0;0;speed
2544;2006;13;20;0.0;0;monteiro
2545;2006;13;21;0.0;0;albers
2546;2006;13;22;0.0;0;sato
2547;2006;13;23;0.0;0;ide
2548;2006;13;24;0.0;0;montagny
2549;2006;14;1;108.0;6;alonso
2550;2006;14;2;96.0;5;michael_schumacher
2551;2006;14;3;62.0;1;massa
2552;2006;14;4;52.0;1;fisichella
2553;2006;14;5;49.0;0;raikkonen
2554;2006;14;6;36.0;1;button
2555;2006;14;7;26.0;0;montoya
2556;2006;14;8;22.0;0;barrichello
2557;2006;14;9;19.0;0;heidfeld
2558;2006;14;10;18.0;0;ralf_schumacher
2559;2006;14;11;14.0;0;rosa
2560;2006;14;12;14.0;0;coulthard
2561;2006;14;13;10.0;0;trulli
2562;2006;14;14;7.0;0;villeneuve
2563;2006;14;15;6.0;0;webber
2564;2006;14;16;4.0;0;rosberg
2565;2006;14;17;2.0;0;klien
2566;2006;14;18;1.0;0;liuzzi
2567;2006;14;19;0.0;0;speed
2568;2006;14;20;0.0;0;monteiro
2569;2006;14;21;0.0;0;albers
2570;2006;14;22;0.0;0;sato
2571;2006;14;23;0.0;0;kubica
2572;2006;14;24;0.0;0;ide
2573;2006;14;25;0.0;0;montagny
2574;2006;15;1;108.0;6;alonso
2575;2006;15;2;106.0;6;michael_schumacher
2576;2006;15;3;62.0;1;massa
2577;2006;15;4;57.0;1;fisichella
2578;2006;15;5;57.0;0;raikkonen
2579;2006;15;6;40.0;1;button
2580;2006;15;7;26.0;0;montoya
2581;2006;15;8;25.0;0;barrichello
2582;2006;15;9;20.0;0;heidfeld
2583;2006;15;10;18.0;0;ralf_schumacher
2584;2006;15;11;14.0;0;rosa
2585;2006;15;12;14.0;0;coulthard
2586;2006;15;13;12.0;0;trulli
2587;2006;15;14;7.0;0;villeneuve
2588;2006;15;15;6.0;0;kubica
2589;2006;15;16;6.0;0;webber
2590;2006;15;17;4.0;0;rosberg
2591;2006;15;18;2.0;0;klien
2592;2006;15;19;1.0;0;liuzzi
2593;2006;15;20;0.0;0;speed
2594;2006;15;21;0.0;0;monteiro
2595;2006;15;22;0.0;0;albers
2596;2006;15;23;0.0;0;sato
2597;2006;15;24;0.0;0;ide
2598;2006;15;25;0.0;0;montagny
2599;2006;16;1;116.0;7;michael_schumacher
2600;2006;16;2;116.0;6;alonso
2601;2006;16;3;63.0;1;fisichella
2602;2006;16;4;62.0;1;massa
2603;2006;16;5;57.0;0;raikkonen
2604;2006;16;6;45.0;1;button
2605;2006;16;7;28.0;0;barrichello
2606;2006;16;8;26.0;0;montoya
2607;2006;16;9;22.0;0;heidfeld
2608;2006;16;10;18.0;0;rosa
2609;2006;16;11;18.0;0;ralf_schumacher
2610;2006;16;12;14.0;0;coulthard
2611;2006;16;13;12.0;0;trulli
2612;2006;16;14;7.0;0;webber
2613;2006;16;15;7.0;0;villeneuve
2614;2006;16;16;6.0;0;kubica
2615;2006;16;17;4.0;0;rosberg
2616;2006;16;18;2.0;0;klien
2617;2006;16;19;1.0;0;liuzzi
2618;2006;16;20;0.0;0;speed
2619;2006;16;21;0.0;0;monteiro
2620;2006;16;22;0.0;0;albers
2621;2006;16;23;0.0;0;sato
2622;2006;16;24;0.0;0;doornbos
2623;2006;16;25;0.0;0;ide
2624;2006;16;26;0.0;0;montagny
2625;2006;16;27;0.0;0;yamamoto
2626;2006;17;1;126.0;7;alonso
2627;2006;17;2;116.0;7;michael_schumacher
2628;2006;17;3;70.0;1;massa
2629;2006;17;4;69.0;1;fisichella
2630;2006;17;5;61.0;0;raikkonen
2631;2006;17;6;50.0;1;button
2632;2006;17;7;28.0;0;barrichello
2633;2006;17;8;26.0;0;montoya
2634;2006;17;9;23.0;0;heidfeld
2635;2006;17;10;20.0;0;ralf_schumacher
2636;2006;17;11;18.0;0;rosa
2637;2006;17;12;15.0;0;trulli
2638;2006;17;13;14.0;0;coulthard
2639;2006;17;14;7.0;0;webber
2640;2006;17;15;7.0;0;villeneuve
2641;2006;17;16;6.0;0;kubica
2642;2006;17;17;4.0;0;rosberg
2643;2006;17;18;2.0;0;klien
2644;2006;17;19;1.0;0;liuzzi
2645;2006;17;20;0.0;0;speed
2646;2006;17;21;0.0;0;monteiro
2647;2006;17;22;0.0;0;albers
2648;2006;17;23;0.0;0;sato
2649;2006;17;24;0.0;0;doornbos
2650;2006;17;25;0.0;0;ide
2651;2006;17;26;0.0;0;montagny
2652;2006;17;27;0.0;0;yamamoto
2653;2006;18;1;134.0;7;alonso
2654;2006;18;2;121.0;7;michael_schumacher
2655;2006;18;3;80.0;2;massa
2656;2006;18;4;72.0;1;fisichella
2657;2006;18;5;65.0;0;raikkonen
2658;2006;18;6;56.0;1;button
2659;2006;18;7;30.0;0;barrichello
2660;2006;18;8;26.0;0;montoya
2661;2006;18;9;23.0;0;heidfeld
2662;2006;18;10;20.0;0;ralf_schumacher
2663;2006;18;11;19.0;0;rosa
2664;2006;18;12;15.0;0;trulli
2665;2006;18;13;14.0;0;coulthard
2666;2006;18;14;7.0;0;webber
2667;2006;18;15;7.0;0;villeneuve
2668;2006;18;16;6.0;0;kubica
2669;2006;18;17;4.0;0;rosberg
2670;2006;18;18;2.0;0;klien
2671;2006;18;19;1.0;0;liuzzi
2672;2006;18;20;0.0;0;speed
2673;2006;18;21;0.0;0;monteiro
2674;2006;18;22;0.0;0;albers
2675;2006;18;23;0.0;0;sato
2676;2006;18;24;0.0;0;doornbos
2677;2006;18;25;0.0;0;ide
2678;2006;18;26;0.0;0;yamamoto
2679;2006;18;27;0.0;0;montagny
2680;2007;1;1;10.0;1;raikkonen
2681;2007;1;2;8.0;0;alonso
2682;2007;1;3;6.0;0;hamilton
2683;2007;1;4;5.0;0;heidfeld
2684;2007;1;5;4.0;0;fisichella
2685;2007;1;6;3.0;0;massa
2686;2007;1;7;2.0;0;rosberg
2687;2007;1;8;1.0;0;ralf_schumacher
2688;2007;1;9;0.0;0;trulli
2689;2007;1;10;0.0;0;kovalainen
2690;2007;1;11;0.0;0;barrichello
2691;2007;1;12;0.0;0;sato
2692;2007;1;13;0.0;0;webber
2693;2007;1;14;0.0;0;liuzzi
2694;2007;1;15;0.0;0;button
2695;2007;1;16;0.0;0;davidson
2696;2007;1;17;0.0;0;sutil
2697;2007;2;1;18.0;1;alonso
2698;2007;2;2;16.0;1;raikkonen
2699;2007;2;3;14.0;0;hamilton
2700;2007;2;4;10.0;0;heidfeld
2701;2007;2;5;7.0;0;fisichella
2702;2007;2;6;7.0;0;massa
2703;2007;2;7;2.0;0;trulli
2704;2007;2;8;2.0;0;rosberg
2705;2007;2;9;1.0;0;kovalainen
2706;2007;2;10;1.0;0;ralf_schumacher
2707;2007;2;11;0.0;0;wurz
2708;2007;2;12;0.0;0;webber
2709;2007;2;13;0.0;0;barrichello
2710;2007;2;14;0.0;0;sato
2711;2007;2;15;0.0;0;button
2712;2007;2;16;0.0;0;liuzzi
2713;2007;2;17;0.0;0;speed
2714;2007;2;18;0.0;0;davidson
2715;2007;2;19;0.0;0;sutil
2716;2007;2;20;0.0;0;kubica
2717;2007;3;1;22.0;1;alonso
2718;2007;3;2;22.0;1;raikkonen
2719;2007;3;3;22.0;0;hamilton
2720;2007;3;4;17.0;1;massa
2721;2007;3;5;15.0;0;heidfeld
2722;2007;3;6;8.0;0;fisichella
2723;2007;3;7;4.0;0;trulli
2724;2007;3;8;3.0;0;kubica
2725;2007;3;9;2.0;0;rosberg
2726;2007;3;10;1.0;0;kovalainen
2727;2007;3;11;1.0;0;ralf_schumacher
2728;2007;3;12;0.0;0;wurz
2729;2007;3;13;0.0;0;webber
2730;2007;3;14;0.0;0;barrichello
2731;2007;3;15;0.0;0;sato
2732;2007;3;16;0.0;0;button
2733;2007;3;17;0.0;0;liuzzi
2734;2007;3;18;0.0;0;albers
2735;2007;3;19;0.0;0;speed
2736;2007;3;20;0.0;0;sutil
2737;2007;3;21;0.0;0;davidson
2738;2007;4;1;30.0;0;hamilton
2739;2007;4;2;28.0;1;alonso
2740;2007;4;3;27.0;2;massa
2741;2007;4;4;22.0;1;raikkonen
2742;2007;4;5;15.0;0;heidfeld
2743;2007;4;6;8.0;0;kubica
2744;2007;4;7;8.0;0;fisichella
2745;2007;4;8;5.0;0;rosberg
2746;2007;4;9;4.0;0;coulthard
2747;2007;4;10;4.0;0;trulli
2748;2007;4;11;3.0;0;kovalainen
2749;2007;4;12;1.0;0;sato
2750;2007;4;13;1.0;0;ralf_schumacher
2751;2007;4;14;0.0;0;wurz
2752;2007;4;15;0.0;0;barrichello
2753;2007;4;16;0.0;0;webber
2754;2007;4;17;0.0;0;davidson
2755;2007;4;18;0.0;0;button
2756;2007;4;19;0.0;0;sutil
2757;2007;4;20;0.0;0;albers
2758;2007;4;21;0.0;0;liuzzi
2759;2007;4;22;0.0;0;speed
2760;2007;5;1;38.0;2;alonso
2761;2007;5;2;38.0;0;hamilton
2762;2007;5;3;33.0;2;massa
2763;2007;5;4;23.0;1;raikkonen
2764;2007;5;5;18.0;0;heidfeld
2765;2007;5;6;13.0;0;fisichella
2766;2007;5;7;12.0;0;kubica
2767;2007;5;8;5.0;0;rosberg
2768;2007;5;9;4.0;0;coulthard
2769;2007;5;10;4.0;0;trulli
2770;2007;5;11;3.0;0;kovalainen
2771;2007;5;12;2.0;0;wurz
2772;2007;5;13;1.0;0;sato
2773;2007;5;14;1.0;0;ralf_schumacher
2774;2007;5;15;0.0;0;speed
2775;2007;5;16;0.0;0;barrichello
2776;2007;5;17;0.0;0;webber
2777;2007;5;18;0.0;0;button
2778;2007;5;19;0.0;0;davidson
2779;2007;5;20;0.0;0;sutil
2780;2007;5;21;0.0;0;albers
2781;2007;5;22;0.0;0;liuzzi
2782;2007;6;1;48.0;1;hamilton
2783;2007;6;2;40.0;2;alonso
2784;2007;6;3;33.0;2;massa
2785;2007;6;4;27.0;1;raikkonen
2786;2007;6;5;26.0;0;heidfeld
2787;2007;6;6;13.0;0;fisichella
2788;2007;6;7;12.0;0;kubica
2789;2007;6;8;8.0;0;wurz
2790;2007;6;9;8.0;0;kovalainen
2791;2007;6;10;5.0;0;rosberg
2792;2007;6;11;4.0;0;coulthard
2793;2007;6;12;4.0;0;sato
2794;2007;6;13;4.0;0;trulli
2795;2007;6;14;2.0;0;ralf_schumacher
2796;2007;6;15;0.0;0;webber
2797;2007;6;16;0.0;0;speed
2798;2007;6;17;0.0;0;barrichello
2799;2007;6;18;0.0;0;davidson
2800;2007;6;19;0.0;0;button
2801;2007;6;20;0.0;0;sutil
2802;2007;6;21;0.0;0;albers
2803;2007;6;22;0.0;0;liuzzi
2804;2007;7;1;58.0;2;hamilton
2805;2007;7;2;48.0;2;alonso
2806;2007;7;3;39.0;2;massa
2807;2007;7;4;32.0;1;raikkonen
2808;2007;7;5;26.0;0;heidfeld
2809;2007;7;6;13.0;0;fisichella
2810;2007;7;7;12.0;0;kubica
2811;2007;7;8;12.0;0;kovalainen
2812;2007;7;9;8.0;0;wurz
2813;2007;7;10;7.0;0;trulli
2814;2007;7;11;5.0;0;rosberg
2815;2007;7;12;4.0;0;coulthard
2816;2007;7;13;4.0;0;sato
2817;2007;7;14;2.0;0;webber
2818;2007;7;15;2.0;0;ralf_schumacher
2819;2007;7;16;1.0;0;vettel
2820;2007;7;17;0.0;0;speed
2821;2007;7;18;0.0;0;barrichello
2822;2007;7;19;0.0;0;davidson
2823;2007;7;20;0.0;0;button
2824;2007;7;21;0.0;0;sutil
2825;2007;7;22;0.0;0;albers
2826;2007;7;23;0.0;0;liuzzi
2827;2007;8;1;64.0;2;hamilton
2828;2007;8;2;50.0;2;alonso
2829;2007;8;3;47.0;2;massa
2830;2007;8;4;42.0;2;raikkonen
2831;2007;8;5;30.0;0;heidfeld
2832;2007;8;6;17.0;0;kubica
2833;2007;8;7;16.0;0;fisichella
2834;2007;8;8;12.0;0;kovalainen
2835;2007;8;9;8.0;0;wurz
2836;2007;8;10;7.0;0;trulli
2837;2007;8;11;5.0;0;rosberg
2838;2007;8;12;4.0;0;coulthard
2839;2007;8;13;4.0;0;sato
2840;2007;8;14;2.0;0;webber
2841;2007;8;15;2.0;0;ralf_schumacher
2842;2007;8;16;1.0;0;button
2843;2007;8;17;1.0;0;vettel
2844;2007;8;18;0.0;0;speed
2845;2007;8;19;0.0;0;barrichello
2846;2007;8;20;0.0;0;davidson
2847;2007;8;21;0.0;0;sutil
2848;2007;8;22;0.0;0;albers
2849;2007;8;23;0.0;0;liuzzi
2850;2007;9;1;70.0;2;hamilton
2851;2007;9;2;58.0;2;alonso
2852;2007;9;3;52.0;3;raikkonen
2853;2007;9;4;51.0;2;massa
2854;2007;9;5;33.0;0;heidfeld
2855;2007;9;6;22.0;0;kubica
2856;2007;9;7;17.0;0;fisichella
2857;2007;9;8;14.0;0;kovalainen
2858;2007;9;9;8.0;0;wurz
2859;2007;9;10;7.0;0;trulli
2860;2007;9;11;5.0;0;rosberg
2861;2007;9;12;4.0;0;coulthard
2862;2007;9;13;4.0;0;sato
2863;2007;9;14;2.0;0;webber
2864;2007;9;15;2.0;0;ralf_schumacher
2865;2007;9;16;1.0;0;button
2866;2007;9;17;1.0;0;vettel
2867;2007;9;18;0.0;0;barrichello
2868;2007;9;19;0.0;0;speed
2869;2007;9;20;0.0;0;davidson
2870;2007;9;21;0.0;0;sutil
2871;2007;9;22;0.0;0;albers
2872;2007;9;23;0.0;0;liuzzi
2873;2007;10;1;70.0;2;hamilton
2874;2007;10;2;68.0;3;alonso
2875;2007;10;3;59.0;2;massa
2876;2007;10;4;52.0;3;raikkonen
2877;2007;10;5;36.0;0;heidfeld
2878;2007;10;6;24.0;0;kubica
2879;2007;10;7;17.0;0;fisichella
2880;2007;10;8;15.0;0;kovalainen
2881;2007;10;9;13.0;0;wurz
2882;2007;10;10;8.0;0;webber
2883;2007;10;11;8.0;0;coulthard
2884;2007;10;12;7.0;0;trulli
2885;2007;10;13;5.0;0;rosberg
2886;2007;10;14;4.0;0;sato
2887;2007;10;15;2.0;0;ralf_schumacher
2888;2007;10;16;1.0;0;button
2889;2007;10;17;1.0;0;vettel
2890;2007;10;18;0.0;0;barrichello
2891;2007;10;19;0.0;0;speed
2892;2007;10;20;0.0;0;davidson
2893;2007;10;21;0.0;0;sutil
2894;2007;10;22;0.0;0;albers
2895;2007;10;23;0.0;0;liuzzi
2896;2007;11;1;80.0;3;hamilton
2897;2007;11;2;73.0;3;alonso
2898;2007;11;3;60.0;3;raikkonen
2899;2007;11;4;59.0;2;massa
2900;2007;11;5;42.0;0;heidfeld
2901;2007;11;6;28.0;0;kubica
2902;2007;11;7;17.0;0;fisichella
2903;2007;11;8;16.0;0;kovalainen
2904;2007;11;9;13.0;0;wurz
2905;2007;11;10;8.0;0;webber
2906;2007;11;11;8.0;0;coulthard
2907;2007;11;12;7.0;0;rosberg
2908;2007;11;13;7.0;0;trulli
2909;2007;11;14;5.0;0;ralf_schumacher
2910;2007;11;15;4.0;0;sato
2911;2007;11;16;1.0;0;button
2912;2007;11;17;1.0;0;vettel
2913;2007;11;18;0.0;0;barrichello
2914;2007;11;19;0.0;0;speed
2915;2007;11;20;0.0;0;davidson
2916;2007;11;21;0.0;0;sutil
2917;2007;11;22;0.0;0;albers
2918;2007;11;23;0.0;0;liuzzi
2919;2007;12;1;84.0;3;hamilton
2920;2007;12;2;79.0;3;alonso
2921;2007;12;3;69.0;3;massa
2922;2007;12;4;68.0;3;raikkonen
2923;2007;12;5;47.0;0;heidfeld
2924;2007;12;6;29.0;0;kubica
2925;2007;12;7;19.0;0;kovalainen
2926;2007;12;8;17.0;0;fisichella
2927;2007;12;9;13.0;0;wurz
2928;2007;12;10;9.0;0;rosberg
2929;2007;12;11;8.0;0;webber
2930;2007;12;12;8.0;0;coulthard
2931;2007;12;13;7.0;0;trulli
2932;2007;12;14;5.0;0;ralf_schumacher
2933;2007;12;15;4.0;0;sato
2934;2007;12;16;1.0;0;button
2935;2007;12;17;1.0;0;vettel
2936;2007;12;18;0.0;0;barrichello
2937;2007;12;19;0.0;0;speed
2938;2007;12;20;0.0;0;davidson
2939;2007;12;21;0.0;0;sutil
2940;2007;12;22;0.0;0;albers
2941;2007;12;23;0.0;0;liuzzi
2942;2007;12;24;0.0;0;yamamoto
2943;2007;13;1;92.0;3;hamilton
2944;2007;13;2;89.0;4;alonso
2945;2007;13;3;74.0;3;raikkonen
2946;2007;13;4;69.0;3;massa
2947;2007;13;5;52.0;0;heidfeld
2948;2007;13;6;33.0;0;kubica
2949;2007;13;7;21.0;0;kovalainen
2950;2007;13;8;17.0;0;fisichella
2951;2007;13;9;13.0;0;wurz
2952;2007;13;10;12.0;0;rosberg
2953;2007;13;11;8.0;0;webber
2954;2007;13;12;8.0;0;coulthard
2955;2007;13;13;7.0;0;trulli
2956;2007;13;14;5.0;0;ralf_schumacher
2957;2007;13;15;4.0;0;sato
2958;2007;13;16;2.0;0;button
2959;2007;13;17;1.0;0;vettel
